"","logCPUE_Atheresthes_stomias","logCPUE_Hippoglossus_stenolepis","logCPUE_Hippoglossoides_elassodon","logCPUE_Limanda_aspera","logCPUE_Lepidopsetta_polyxystra","logCPUE_Pleuronectes_quadrituberculatus","logCPUE_Gadus_macrocephalus","logCPUE_Gadus_chalcogrammus","logCPUE_Chionoecetes_bairdi","logCPUE_Chionoecetes_opilio","logCPUE_Lepidopsetta_sp"
"1",1.52097821440644,1.71886614370773,2.13115599736651,4.3575738370756,4.03408487380937,2.00735460278494,2.22452624949335,4.03318344234965,0.76220671649144,0,0
"2",0.0310140535291695,1.38195998125234,2.44444917215672,6.25690542011192,4.72098862642377,3.96770933628542,1.7743080756143,0.717107818004789,0.108046904083134,0,0
"3",1.83202130688975,1.29871918886394,1.91820120619695,3.69450360886416,4.45909067976418,0.146003294119843,2.24949017665987,2.32888616741342,0.454636152114614,0,0
"4",2.89105485786358,0.472999138225534,3.65897421687072,4.7076094389098,2.97444734819666,3.54075060660517,3.81622330582855,4.27247401106385,1.92825521381659,0,0
"5",1.87899165517093,1.68095825384296,2.71801373318837,3.58172844759471,3.8587466935288,2.87094539313769,3.0874405196311,4.25819094359898,0.292893469502314,0,0
"6",1.51255249259039,1.3806031971246,2.62826357174893,2.6298363755593,3.00309013795718,2.47019056407731,2.05003847731052,4.087947477772,0.331890327116101,0,0
"7",0.815939869146811,1.45322844809699,2.49350292901336,4.1982269860402,3.60969825023941,2.64527368228198,2.22787232260212,1.60424444972275,0.626900534741019,0,0
"8",0.911519366995264,1.48656946797783,1.68930214264302,2.89624337505325,3.40159063766021,2.50991628529203,2.43547127751658,3.82131900089166,0.386825803889226,0,0
"9",2.51168651344782,1.15760420579832,2.3425843491579,3.49425958210769,3.18651790876008,3.21113393361614,2.15870317516356,5.11745055110459,0.750661086760552,0,0
"10",2.89215350297858,1.08227963404721,2.56451079977071,4.30442718980145,2.95166543688967,4.06846420287307,2.36697672834443,3.60781309769075,0.820836541700835,0.054109325647032,0
"11",2.57723511597192,0.189710855225809,2.42605857397879,4.32836870463252,3.1394386005193,1.33212852387611,1.8395491330639,5.56786003528015,0.396760667478018,0.0757566123992463,0
"12",2.54049902321171,0.824438566241121,2.89722599165241,4.25271632074858,3.05120482267782,2.93074031629647,0.937856509788716,1.76461092664229,0.270408743781324,0.630580048291116,0
"13",3.94945943538681,1.34536819450724,2.69720493658201,3.10281380741005,2.71237417258226,3.74001448597863,3.02687719588253,3.70202270198008,1.39733320823511,0.392582482277151,0
"14",4.28714436330368,0.895189661966101,3.8030448428584,4.36251628965907,3.23921948225179,2.78981450290485,2.97056829989044,3.59178468287314,0.998534093255171,0.0872780081070606,0
"15",2.98715055572262,0.888138140454563,2.53532247597958,3.92891748659495,2.32115166256788,1.98783325141948,3.05528808910633,5.67828789891266,0.862678962425506,0.16296882827814,0
"16",2.82291342269164,1.0759575981033,2.95175948716484,4.20377727521815,3.35519532710036,2.17206630078566,2.95634154594907,3.873454719398,0.410850580384502,0.0878277103655203,0
"17",1.06973258911746,1.98429259887613,1.41449301547857,3.83875314350037,3.54051284756993,2.43165529930832,2.07236657300787,4.64007583339089,0.468627683065804,0,0
"18",0.0913934284292105,1.79294210297434,1.55138498098548,4.43908490461071,3.43492225106378,2.38679755667768,1.47155420507071,1.23985140036083,0.269110686866346,0,0
"19",1.07072708517857,0.795026644381116,2.72932886270659,3.77146124328241,3.14048175744019,2.93823027128253,3.42589649829642,3.19132372784627,0.373630384588146,0,0
"20",1.77125059259651,0,0.689891887839273,4.73889830925987,1.0144332604255,1.35544848094879,0.858237800425538,4.59278581526184,0.0081665626663934,0,0
"21",1.78039513914901,0,1.87317047112917,4.73005328973478,1.53087078222713,2.36688296017678,1.43914768802369,3.73935391334747,0.706063405826492,0,0
"22",3.01164499201404,0.781341191295862,3.93241761433138,4.12433207514308,2.0415579342022,2.75762735709962,2.51797869084819,4.39330529083303,1.12590314890401,0.447246642123119,0
"23",2.66966966823194,0.766908664121999,3.24839967504262,4.71749658345813,0.886285029787749,1.25735242082918,2.79604276323889,4.70349581475287,0.80150819023001,0.231349787861309,0
"24",2.70434333917088,0.313130496905368,3.79368531597978,3.36346089982576,0.784723124047155,2.66894201495086,1.20991511378157,5.04260930036043,0.795523247176812,0.169405164860728,0
"25",3.54098830912449,0,3.49431424882296,0,0.201225087213187,0,1.6651753171186,4.20802586392406,0.554976471501279,0.310494870516938,0
"26",3.39289299549854,0,3.24425893072054,0,0,0,0,0.204653662000365,0.816028309935761,0.0401817896328318,0
"27",3.25875017051106,0,2.47208311189251,0,0,0,0,0.129535921349034,1.07028139890005,0,0
"28",3.74060815369889,0,2.10488996613342,0,0,0,0,0.0066776547532405,1.24915647290126,0,0
"29",4.02022607719261,0.725565966815446,2.47421637857981,0,0,0,0,0.323314625080487,1.5267299895611,0,0
"30",4.05911972159256,0.862636758538522,2.78266280781126,0,0,0,1.60587156055449,0.193179066794737,2.11276751107315,0.0867280035098242,0
"31",3.05654981793614,0,2.55390396570952,0,0,0,0,1.05406809758347,0.396895157425097,0,0
"32",2.55910926032051,0.751934822043034,2.72963555212723,0,0,0,2.80388751467439,0.492865298388998,0.718376234605721,0.0964004942863152,0
"33",2.40535826436153,0,2.44121596116327,0,0,0,2.93425040941032,6.11573052302209,0.591944675050783,0,0
"34",3.60031596412897,1.21060079061616,2.71955048527242,0,0,0,2.07707624657355,0.579194300483914,0.577231150962602,0,0
"35",4.07764421786619,1.36130983092572,2.72207144246446,0,0,0,0,0.633556399146308,0.583443915467982,0,0
"36",4.30692990462938,1.17807021000283,3.01208287101391,0,0.305055280509126,0,2.17923031396394,2.18124197776788,1.99170262737183,0.310568176238482,0
"37",2.6680889471496,1.93990644857244,2.6252408921364,0.773251424801607,0.351220093255769,0.660262353224169,1.34807314829969,3.67780839547993,0.391569002916053,0.0765906021617126,0
"38",3.28619796813236,0,3.33491868062277,2.30450325214995,0.997096225475598,2.03479714692025,2.58713978027074,4.55005274676528,0.125045488974224,0,0
"39",3.4027661505006,0.669059385030855,3.54329861474752,3.67405511455464,2.50219795642185,3.52366572042015,2.48786061586436,5.74676948383995,1.02428377937735,0,0
